Plot Title: Ambient HNT Field,,,,,,,,
#,"Date Time, GMT-05:00","Temp, øC (LGR S/N: 10689813, SEN S/N: 10689813)","RH, % (LGR S/N: 10689813, SEN S/N: 10689813)",Host Connected (LGR S/N: 10689813),Button Down (LGR S/N: 10689813),Button Up (LGR S/N: 10689813),Stopped (LGR S/N: 10689813),End Of File (LGR S/N: 10689813)
1,6/1/2018 0:02,20.13,80.931,,,,,
2,6/1/2018 0:07,19.963,80.94,,,,,
3,6/1/2018 0:12,19.844,81.031,,,,,
4,6/1/2018 0:17,19.702,81.381,,,,,
5,6/1/2018 0:22,19.583,81.649,,,,,
6,6/1/2018 0:27,19.297,81.488,,,,,
7,6/1/2018 0:32,19.131,81.76,,,,,
8,6/1/2018 0:37,19.083,82.306,,,,,
9,6/1/2018 0:42,19.154,82.679,,,,,
10,6/1/2018 0:47,19.297,83.063,,,,,
11,6/1/2018 0:52,19.321,83.062,,,,,
12,6/1/2018 0:57,19.297,83.063,,,,,
13,6/1/2018 1:02,19.131,82.97,,,,,
14,6/1/2018 1:07,19.035,83.072,,,,,
15,6/1/2018 1:12,19.059,83.472,,,,,
16,6/1/2018 1:17,18.964,83.577,,,,,
17,6/1/2018 1:22,18.774,83.583,,,,,
18,6/1/2018 1:27,18.607,83.588,,,,,
19,6/1/2018 1:32,18.512,83.797,,,,,
20,6/1/2018 1:37,18.417,84.009,,,,,
21,6/1/2018 1:42,18.512,84.328,,,,,
22,6/1/2018 1:47,18.631,84.545,,,,,
23,6/1/2018 1:52,18.607,84.545,,,,,
24,6/1/2018 1:57,18.56,84.546,,,,,
25,6/1/2018 2:02,18.488,84.548,,,,,
26,6/1/2018 2:07,18.465,84.659,,,,,
27,6/1/2018 2:12,18.298,84.552,,,,,
28,6/1/2018 2:17,18.084,84.447,,,,,
29,6/1/2018 2:22,18.06,84.667,,,,,
30,6/1/2018 2:27,18.155,84.89,,,,,
31,6/1/2018 2:32,18.155,85.004,,,,,
32,6/1/2018 2:37,17.965,85.007,,,,,
33,6/1/2018 2:42,17.894,85.123,,,,,
34,6/1/2018 2:47,17.894,85.123,,,,,
35,6/1/2018 2:52,17.656,85.242,,,,,
36,6/1/2018 2:57,17.323,85.131,,,,,
37,6/1/2018 3:02,17.156,85.134,,,,,
38,6/1/2018 3:07,17.394,85.362,,,,,
39,6/1/2018 3:12,17.608,85.476,,,,,
40,6/1/2018 3:17,17.489,85.478,,,,,
41,6/1/2018 3:22,17.394,85.479,,,,,
42,6/1/2018 3:27,17.252,85.481,,,,,
43,6/1/2018 3:32,17.275,85.599,,,,,
44,6/1/2018 3:37,17.299,85.599,,,,,
45,6/1/2018 3:42,17.204,85.719,,,,,
46,6/1/2018 3:47,17.133,85.72,,,,,
47,6/1/2018 3:52,17.109,85.72,,,,,
48,6/1/2018 3:57,16.99,85.841,,,,,
49,6/1/2018 4:02,16.847,85.843,,,,,
50,6/1/2018 4:07,16.966,85.842,,,,,
51,6/1/2018 4:12,17.061,85.963,,,,,
52,6/1/2018 4:17,17.085,85.962,,,,,
53,6/1/2018 4:22,17.204,85.962,,,,,
54,6/1/2018 4:27,17.18,86.085,,,,,
55,6/1/2018 4:32,16.918,85.964,,,,,
56,6/1/2018 4:37,17.014,86.086,,,,,
57,6/1/2018 4:42,16.918,86.086,,,,,
58,6/1/2018 4:47,16.585,86.088,,,,,
59,6/1/2018 4:52,16.299,86.09,,,,,
60,6/1/2018 4:57,16.18,86.091,,,,,
61,6/1/2018 5:02,16.561,86.212,,,,,
62,6/1/2018 5:07,16.704,86.212,,,,,
63,6/1/2018 5:12,16.656,86.337,,,,,
64,6/1/2018 5:17,16.609,86.337,,,,,
65,6/1/2018 5:22,16.609,86.337,,,,,
66,6/1/2018 5:27,16.585,86.337,,,,,
67,6/1/2018 5:32,16.442,86.338,,,,,
68,6/1/2018 5:37,16.156,86.339,,,,,
69,6/1/2018 5:42,15.798,86.34,,,,,
70,6/1/2018 5:47,15.703,86.34,,,,,
71,6/1/2018 5:52,15.751,86.34,,,,,
72,6/1/2018 5:57,15.846,86.34,,,,,
73,6/1/2018 6:02,15.727,86.34,,,,,
74,6/1/2018 6:07,15.894,86.339,,,,,
75,6/1/2018 6:12,15.965,86.339,,,,,
76,6/1/2018 6:17,16.323,86.338,,,,,
77,6/1/2018 6:22,16.871,86.336,,,,,
78,6/1/2018 6:27,17.418,86.334,,,,,
79,6/1/2018 6:32,17.941,86.332,,,,,
80,6/1/2018 6:37,18.322,86.204,,,,,
81,6/1/2018 6:42,18.75,86.075,,,,,
82,6/1/2018 6:47,19.368,85.821,,,,,
83,6/1/2018 6:52,19.821,85.571,,,,,
84,6/1/2018 6:57,20.368,85.203,,,,,
85,6/1/2018 7:02,20.892,84.612,,,,,
86,6/1/2018 7:07,21.393,82.889,,,,,
87,6/1/2018 7:12,21.417,78.751,,,,,
88,6/1/2018 7:17,22.086,77.861,,,,,
89,6/1/2018 7:22,22.925,76.013,,,,,
90,6/1/2018 7:27,23.693,74.211,,,,,
91,6/1/2018 7:32,24.055,70.556,,,,,
92,6/1/2018 7:37,24.634,67.773,,,,,
93,6/1/2018 7:42,25.167,67.523,,,,,
94,6/1/2018 7:47,26.334,65.586,,,,,
95,6/1/2018 7:52,27.388,62.104,,,,,
96,6/1/2018 7:57,28.45,60.352,,,,,
97,6/1/2018 8:02,28.599,56.684,,,,,
98,6/1/2018 8:07,28.103,58.455,,,,,
99,6/1/2018 8:12,27.955,59.049,,,,,
100,6/1/2018 8:17,28.301,57.903,,,,,
101,6/1/2018 8:22,29.096,57.92,,,,,
102,6/1/2018 8:27,29.897,54.978,,,,,
103,6/1/2018 8:32,30.401,52.425,,,,,
104,6/1/2018 8:37,31.11,52.786,,,,,
105,6/1/2018 8:42,31.85,50.733,,,,,
106,6/1/2018 8:47,32.286,49.537,,,,,
107,6/1/2018 8:52,31.952,48.702,,,,,
108,6/1/2018 8:57,32.286,49.172,,,,,
109,6/1/2018 9:02,32.337,49.283,,,,,
110,6/1/2018 9:07,32.363,49.328,,,,,
111,6/1/2018 9:12,32.492,49.441,,,,,
112,6/1/2018 9:17,32.132,49.462,,,,,
113,6/1/2018 9:22,32.286,50.125,,,,,
114,6/1/2018 9:27,32.44,49.235,,,,,
115,6/1/2018 9:32,32.673,50.025,,,,,
116,6/1/2018 9:37,32.673,49.237,,,,,
117,6/1/2018 9:42,33.087,48.027,,,,,
118,6/1/2018 9:47,32.983,47.995,,,,,
119,6/1/2018 9:52,32.828,47.919,,,,,
120,6/1/2018 9:57,33.139,47.974,,,,,
121,6/1/2018 10:02,33.191,46.06,,,,,
122,6/1/2018 10:07,33.139,47.585,,,,,
123,6/1/2018 10:12,33.061,46.62,,,,,
124,6/1/2018 10:17,33.217,47.555,,,,,
125,6/1/2018 10:22,33.686,44.885,,,,,
126,6/1/2018 10:27,33.399,44.756,,,,,
127,6/1/2018 10:32,33.243,43.869,,,,,
128,6/1/2018 10:37,33.922,43.761,,,,,
129,6/1/2018 10:42,34.079,41.66,,,,,
130,6/1/2018 10:47,34.369,41.309,,,,,
131,6/1/2018 10:52,34.001,42.302,,,,,
132,6/1/2018 10:57,34.448,41.905,,,,,
133,6/1/2018 11:02,34.712,41.101,,,,,
134,6/1/2018 11:07,34.712,40.869,,,,,
135,6/1/2018 11:12,34.845,39.654,,,,,
136,6/1/2018 11:17,34.818,40.802,,,,,
137,6/1/2018 11:22,34.924,39.946,,,,,
138,6/1/2018 11:27,35.137,41.174,,,,,
139,6/1/2018 11:32,34.951,39.992,,,,,
140,6/1/2018 11:37,35.164,41.268,,,,,
141,6/1/2018 11:42,35.431,38.868,,,,,
142,6/1/2018 11:47,35.564,37.206,,,,,
143,6/1/2018 11:52,35.404,37.676,,,,,
144,6/1/2018 11:57,35.645,37.947,,,,,
145,6/1/2018 12:02,35.779,39.011,,,,,
146,6/1/2018 12:07,35.698,39.564,,,,,
147,6/1/2018 12:12,35.591,36.148,,,,,
148,6/1/2018 12:17,35.484,38.209,,,,,
149,6/1/2018 12:22,35.564,38.476,,,,,
150,6/1/2018 12:27,36.155,35.961,,,,,
151,6/1/2018 12:32,36.507,38.675,,,,,
152,6/1/2018 12:37,36.724,34.1,,,,,
153,6/1/2018 12:42,35.832,35.502,,,,,
154,6/1/2018 12:47,35.94,36.715,,,,,
155,6/1/2018 12:52,36.345,35.903,,,,,
156,6/1/2018 12:57,36.318,36.23,,,,,
157,6/1/2018 13:02,36.399,36.286,,,,,
158,6/1/2018 13:07,36.48,36.319,,,,,
159,6/1/2018 13:12,36.48,36.681,,,,,
160,6/1/2018 13:17,36.318,36.253,,,,,
161,6/1/2018 13:22,36.236,36.452,,,,,
162,6/1/2018 13:27,36.86,36.705,,,,,
163,6/1/2018 13:32,36.942,35.919,,,,,
164,6/1/2018 13:37,36.969,34.862,,,,,
165,6/1/2018 13:42,36.969,35.197,,,,,
166,6/1/2018 13:47,36.86,34.89,,,,,
167,6/1/2018 13:52,36.616,35.699,,,,,
168,6/1/2018 13:57,36.942,37.05,,,,,
169,6/1/2018 14:02,37.352,35.766,,,,,
170,6/1/2018 14:07,37.106,34.81,,,,,
171,6/1/2018 14:12,36.67,35.959,,,,,
172,6/1/2018 14:17,36.588,35.597,,,,,
173,6/1/2018 14:22,36.643,36.098,,,,,
174,6/1/2018 14:27,36.291,35.933,,,,,
175,6/1/2018 14:32,36.833,36.01,,,,,
176,6/1/2018 14:37,37.215,35.149,,,,,
177,6/1/2018 14:42,36.888,35.589,,,,,
178,6/1/2018 14:47,37.079,36.024,,,,,
179,6/1/2018 14:52,36.997,36.792,,,,,
180,6/1/2018 14:57,37.106,37.365,,,,,
181,6/1/2018 15:02,36.997,36.408,,,,,
182,6/1/2018 15:07,36.969,37.735,,,,,
183,6/1/2018 15:12,37.024,36.7,,,,,
184,6/1/2018 15:17,36.833,36.62,,,,,
185,6/1/2018 15:22,37.352,37.521,,,,,
186,6/1/2018 15:27,37.215,36.397,,,,,
187,6/1/2018 15:32,37.106,35.993,,,,,
188,6/1/2018 15:37,36.888,37.696,,,,,
189,6/1/2018 15:42,36.833,37.459,,,,,
190,6/1/2018 15:47,36.942,38.637,,,,,
191,6/1/2018 15:52,36.833,37.444,,,,,
192,6/1/2018 15:57,36.534,37.978,,,,,
193,6/1/2018 16:02,36.616,37.418,,,,,
194,6/1/2018 16:07,36.833,38.726,,,,,
195,6/1/2018 16:12,37.133,36.748,,,,,
196,6/1/2018 16:17,37.161,38.89,,,,,
197,6/1/2018 16:22,36.942,38.144,,,,,
198,6/1/2018 16:27,36.86,38.143,,,,,
199,6/1/2018 16:32,36.616,38.601,,,,,
200,6/1/2018 16:37,36.48,38.227,,,,,
201,6/1/2018 16:42,36.751,38.58,,,,,
202,6/1/2018 16:47,36.779,38.664,,,,,
203,6/1/2018 16:52,36.67,38.518,,,,,
204,6/1/2018 16:57,36.588,40.202,,,,,
205,6/1/2018 17:02,36.806,38.18,,,,,
206,6/1/2018 17:07,36.997,39.542,,,,,
207,6/1/2018 17:12,37.243,37.618,,,,,
208,6/1/2018 17:17,36.561,39.177,,,,,
209,6/1/2018 17:22,36.399,40.098,,,,,
210,6/1/2018 17:27,36.453,40.276,,,,,
211,6/1/2018 17:32,36.263,39.911,,,,,
212,6/1/2018 17:37,36.67,39.384,,,,,
213,6/1/2018 17:42,36.155,40.339,,,,,
214,6/1/2018 17:47,36.048,40.963,,,,,
215,6/1/2018 17:52,36.048,40.168,,,,,
216,6/1/2018 17:57,36.399,40.429,,,,,
217,6/1/2018 18:02,36.561,39.756,,,,,
218,6/1/2018 18:07,36.209,40.278,,,,,
219,6/1/2018 18:12,35.671,41.627,,,,,
220,6/1/2018 18:17,35.806,42.003,,,,,
221,6/1/2018 18:22,35.806,42.331,,,,,
222,6/1/2018 18:27,35.671,42.803,,,,,
223,6/1/2018 18:32,35.725,43.631,,,,,
224,6/1/2018 18:37,35.752,42.579,,,,,
225,6/1/2018 18:42,35.35,43.405,,,,,
226,6/1/2018 18:47,35.057,44.719,,,,,
227,6/1/2018 18:52,34.818,45.343,,,,,
228,6/1/2018 18:57,34.554,46.161,,,,,
229,6/1/2018 19:02,34.316,46.482,,,,,
230,6/1/2018 19:07,34.343,46.878,,,,,
231,6/1/2018 19:12,34.079,47.166,,,,,
232,6/1/2018 19:17,33.712,48.041,,,,,
233,6/1/2018 19:22,32.673,51.563,,,,,
234,6/1/2018 19:27,32.337,53.503,,,,,
235,6/1/2018 19:32,32.132,54.309,,,,,
236,6/1/2018 19:37,32.003,54.826,,,,,
237,6/1/2018 19:42,31.722,55.654,,,,,
238,6/1/2018 19:47,31.67,56.163,,,,,
239,6/1/2018 19:52,31.492,56.46,,,,,
240,6/1/2018 19:57,31.313,57.109,,,,,
241,6/1/2018 20:02,31.084,57.988,,,,,
242,6/1/2018 20:07,30.881,58.393,,,,,
243,6/1/2018 20:12,30.704,59.083,,,,,
244,6/1/2018 20:17,30.502,59.592,,,,,
245,6/1/2018 20:22,30.375,59.977,,,,,
246,6/1/2018 20:27,30.275,60.305,,,,,
247,6/1/2018 20:32,30.123,60.734,,,,,
248,6/1/2018 20:37,29.973,61.327,,,,,
249,6/1/2018 20:42,29.822,61.829,,,,,
250,6/1/2018 20:47,29.696,62.225,,,,,
251,6/1/2018 20:52,29.546,62.756,,,,,
252,6/1/2018 20:57,29.471,63.09,,,,,
253,6/1/2018 21:02,29.346,63.442,,,,,
254,6/1/2018 21:07,29.221,63.958,,,,,
255,6/1/2018 21:12,29.071,64.28,,,,,
256,6/1/2018 21:17,28.972,64.681,,,,,
257,6/1/2018 21:22,28.847,64.984,,,,,
258,6/1/2018 21:27,28.698,65.559,,,,,
259,6/1/2018 21:32,28.748,65.609,,,,,
260,6/1/2018 21:37,28.648,65.746,,,,,
261,6/1/2018 21:42,28.624,65.78,,,,,
262,6/1/2018 21:47,28.648,65.746,,,,,
263,6/1/2018 21:52,28.648,65.716,,,,,
264,6/1/2018 21:57,28.599,65.905,,,,,
265,6/1/2018 22:02,28.624,65.961,,,,,
266,6/1/2018 22:07,28.549,66.157,,,,,
267,6/1/2018 22:12,28.549,66.374,,,,,
268,6/1/2018 22:17,28.45,66.548,,,,,
269,6/1/2018 22:22,28.4,67.006,,,,,
270,6/1/2018 22:27,28.326,67.349,,,,,
271,6/1/2018 22:32,28.276,67.56,,,,,
272,6/1/2018 22:37,28.276,67.834,,,,,
273,6/1/2018 22:42,28.301,67.796,,,,,
274,6/1/2018 22:47,28.177,68.096,,,,,
275,6/1/2018 22:52,28.103,68.357,,,,,
276,6/1/2018 22:57,28.054,68.365,,,,,
277,6/1/2018 23:02,28.004,68.481,,,,,
278,6/1/2018 23:07,27.955,68.561,,,,,
279,6/1/2018 23:12,27.955,68.561,,,,,
280,6/1/2018 23:17,27.93,68.565,,,,,
281,6/1/2018 23:22,27.807,68.842,,,,,
282,6/1/2018 23:27,27.708,69.234,,,,,
283,6/1/2018 23:32,27.708,69.387,,,,,
284,6/1/2018 23:37,27.708,69.504,,,,,
285,6/1/2018 23:42,27.659,69.55,,,,,
286,6/1/2018 23:47,27.634,69.751,,,,,
287,6/1/2018 23:52,27.708,69.66,,,,,
288,6/1/2018 23:57,27.708,69.7,,,,,
289,6/2/2018 0:02,27.708,69.7,,,,,
290,6/2/2018 0:07,27.634,70.112,,,,,
291,6/2/2018 0:12,27.585,70.325,,,,,
292,6/2/2018 0:17,27.585,70.66,,,,,
293,6/2/2018 0:22,27.585,70.703,,,,,
294,6/2/2018 0:27,27.536,71.012,,,,,
295,6/2/2018 0:32,27.511,71.146,,,,,
296,6/2/2018 0:37,27.462,71.465,,,,,
297,6/2/2018 0:42,27.388,71.702,,,,,
298,6/2/2018 0:47,27.314,72.084,,,,,
299,6/2/2018 0:52,27.265,72.376,,,,,
300,6/2/2018 0:57,27.265,72.472,,,,,
301,6/2/2018 1:02,27.216,72.723,,,,,
302,6/2/2018 1:07,27.167,72.879,,,,,
303,6/2/2018 1:12,27.191,72.976,,,,,
304,6/2/2018 1:17,27.216,72.773,,,,,
305,6/2/2018 1:22,27.191,72.876,,,,,
306,6/2/2018 1:27,27.265,72.917,,,,,
307,6/2/2018 1:32,27.388,72.603,,,,,
308,6/2/2018 1:37,27.462,72.447,,,,,
309,6/2/2018 1:42,27.118,74.197,,,,,
310,6/2/2018 1:47,26.603,76.019,,,,,
311,6/2/2018 1:52,26.456,77.15,,,,,
312,6/2/2018 1:57,26.456,77.497,,,,,
313,6/2/2018 2:02,26.383,77.788,,,,,
314,6/2/2018 2:07,26.042,78.938,,,,,
315,6/2/2018 2:12,25.895,79.671,,,,,
316,6/2/2018 2:17,25.895,79.837,,,,,
317,6/2/2018 2:22,25.944,79.668,,,,,
318,6/2/2018 2:27,25.968,79.421,,,,,
319,6/2/2018 2:32,26.017,79.097,,,,,
320,6/2/2018 2:37,26.042,78.938,,,,,
321,6/2/2018 2:42,26.042,78.783,,,,,
322,6/2/2018 2:47,26.042,78.706,,,,,
323,6/2/2018 2:52,26.066,78.627,,,,,
324,6/2/2018 2:57,26.09,78.398,,,,,
325,6/2/2018 3:02,26.115,77.526,,,,,
326,6/2/2018 3:07,22.134,68.675,,,,,
327,6/2/2018 3:12,21.203,69.091,,,,,
328,6/2/2018 3:17,20.392,69.158,,,,,
329,6/2/2018 3:22,19.797,71.606,,,,,
330,6/2/2018 3:27,18.917,74.225,,,,,
331,6/2/2018 3:32,18.155,79.788,,,,,
332,6/2/2018 3:37,17.751,82.181,,,,,
333,6/2/2018 3:42,17.371,85.131,,,,,
334,6/2/2018 3:47,17.537,85.596,,,,,
335,6/2/2018 3:52,17.418,82.653,,,,,
336,6/2/2018 3:57,17.347,82.749,,,,,
337,6/2/2018 4:02,17.299,82.845,,,,,
338,6/2/2018 4:07,17.561,83.221,,,,,
339,6/2/2018 4:12,17.68,83.316,,,,,
340,6/2/2018 4:17,17.704,83.315,,,,,
341,6/2/2018 4:22,17.561,83.419,,,,,
342,6/2/2018 4:27,17.727,83.314,,,,,
343,6/2/2018 4:32,17.751,83.313,,,,,
344,6/2/2018 4:37,18.917,82.313,,,,,
345,6/2/2018 4:42,18.917,82.784,,,,,
346,6/2/2018 4:47,18.988,82.975,,,,,
347,6/2/2018 4:52,18.94,83.075,,,,,
348,6/2/2018 4:57,18.964,83.784,,,,,
349,6/2/2018 5:02,19.321,83.774,,,,,
350,6/2/2018 5:07,19.273,83.987,,,,,
351,6/2/2018 5:12,19.321,83.986,,,,,
352,6/2/2018 5:17,19.154,84.097,,,,,
353,6/2/2018 5:22,19.178,83.674,,,,,
354,6/2/2018 5:27,19.226,84.422,,,,,
355,6/2/2018 5:32,19.202,83.883,,,,,
356,6/2/2018 5:37,19.297,84.201,,,,,
357,6/2/2018 5:42,19.345,83.985,,,,,
358,6/2/2018 5:47,19.368,84.092,,,,,
359,6/2/2018 5:52,19.464,83.876,,,,,
360,6/2/2018 5:57,19.487,84.197,,,,,
361,6/2/2018 6:02,19.535,83.768,,,,,
362,6/2/2018 6:07,19.678,83.764,,,,,
363,6/2/2018 6:12,19.678,83.87,,,,,
364,6/2/2018 6:17,19.559,83.559,,,,,
365,6/2/2018 6:22,19.844,84.86,,,,,
366,6/2/2018 6:27,19.797,84.633,,,,,
367,6/2/2018 6:32,19.749,84.41,,,,,
368,6/2/2018 6:37,19.725,84.3,,,,,
369,6/2/2018 6:42,19.868,84.188,,,,,
370,6/2/2018 6:47,19.844,83.865,,,,,
371,6/2/2018 6:52,19.844,83.865,,,,,
372,6/2/2018 6:57,19.94,83.97,,,,,
373,6/2/2018 7:02,20.035,83.967,,,,,
374,6/2/2018 7:07,20.178,84.18,,,,,
375,6/2/2018 7:12,20.225,83.855,,,,,
376,6/2/2018 7:17,20.273,83.748,,,,,
377,6/2/2018 7:22,20.416,84.065,,,,,
378,6/2/2018 7:27,20.606,84.061,,,,,
379,6/2/2018 7:32,20.678,84.059,,,,,
380,6/2/2018 7:37,20.94,84.162,,,,,
381,6/2/2018 7:42,21.155,84.157,,,,,
382,6/2/2018 7:47,21.298,84.489,,,,,
383,6/2/2018 7:52,21.155,84.492,,,,,
384,6/2/2018 7:57,21.489,84.715,,,,,
385,6/2/2018 8:02,22.11,84.703,,,,,
386,6/2/2018 8:07,22.493,84.696,,,,,
387,6/2/2018 8:12,22.517,85.052,,,,,
388,6/2/2018 8:17,22.565,84.931,,,,,
389,6/2/2018 8:22,22.709,84.81,,,,,
390,6/2/2018 8:27,22.661,84.693,,,,,
391,6/2/2018 8:32,22.493,84.932,,,,,
392,6/2/2018 8:37,23.549,85.158,,,,,
393,6/2/2018 8:42,24.9,84.893,,,,,
394,6/2/2018 8:47,26.823,84.021,,,,,
395,6/2/2018 8:52,26.995,83.558,,,,,
396,6/2/2018 8:57,26.603,83.682,,,,,
397,6/2/2018 9:02,26.09,83.145,,,,,
398,6/2/2018 9:07,25.847,82.625,,,,,
399,6/2/2018 9:12,25.336,82.238,,,,,
400,6/2/2018 9:17,24.997,82.252,,,,,
401,6/2/2018 9:22,25.288,82.441,,,,,
402,6/2/2018 9:27,24.682,82.166,,,,,
403,6/2/2018 9:32,24.103,81.899,,,,,
404,6/2/2018 9:37,23.742,81.264,,,,,
405,6/2/2018 9:42,25.215,81.19,,,,,
406,6/2/2018 9:47,26.456,80.492,,,,,
407,6/2/2018 9:52,26.897,80.203,,,,,
408,6/2/2018 9:57,26.115,80.249,,,,,
409,6/2/2018 10:02,25.142,80.051,,,,,
410,6/2/2018 10:07,25.094,76.48,,,,,
411,6/2/2018 10:12,26.212,74.52,,,,,
412,6/2/2018 10:17,25.531,73.946,,,,,
413,6/2/2018 10:22,25.555,73.478,,,,,
414,6/2/2018 10:27,25.774,74.402,,,,,
415,6/2/2018 10:32,25.288,77.116,,,,,
416,6/2/2018 10:37,25.191,77.395,,,,,
417,6/2/2018 10:42,26.603,76.274,,,,,
418,6/2/2018 10:47,26.603,76.146,,,,,
419,6/2/2018 10:52,28.128,76.327,,,,,
420,6/2/2018 10:57,28.4,74.801,,,,,
421,6/2/2018 11:02,27.437,74.961,,,,,
422,6/2/2018 11:07,28.351,73.729,,,,,
423,6/2/2018 11:12,28.351,75.473,,,,,
424,6/2/2018 11:17,28.997,75.284,,,,,
425,6/2/2018 11:22,29.747,75.334,,,,,
426,6/2/2018 11:27,29.722,75.336,,,,,
427,6/2/2018 11:32,28.897,76.39,,,,,
428,6/2/2018 11:37,29.071,76.509,,,,,
429,6/2/2018 11:42,27.708,78.276,,,,,
430,6/2/2018 11:47,27.831,76.962,,,,,
431,6/2/2018 11:52,28.524,76.357,,,,,
432,6/2/2018 11:57,29.922,70.548,,,,,
433,6/2/2018 12:02,31.85,58.38,,,,,
434,6/2/2018 12:07,33.425,46.295,,,,,
435,6/2/2018 12:12,33.948,42.316,,,,,
436,6/2/2018 12:17,34.554,42.011,,,,,
437,6/2/2018 12:22,34.29,38.322,,,,,
438,6/2/2018 12:27,33.399,34.682,,,,,
439,6/2/2018 12:32,33.765,33.577,,,,,
440,6/2/2018 12:37,32.415,31.11,,,,,
441,6/2/2018 12:42,33.634,29.981,,,,,
442,6/2/2018 12:47,32.828,30.313,,,,,
443,6/2/2018 12:52,33.556,29.813,,,,,
444,6/2/2018 12:57,34.185,28.759,,,,,
445,6/2/2018 13:02,32.957,26.733,,,,,
446,6/2/2018 13:07,31.262,29.034,,,,,
447,6/2/2018 13:12,29.897,30.619,,,,,
448,6/2/2018 13:17,30.502,31.346,,,,,
449,6/2/2018 13:22,32.157,29.254,,,,,
450,6/2/2018 13:27,32.595,29.344,,,,,
451,6/2/2018 13:32,31.722,29.874,,,,,
452,6/2/2018 13:37,30.451,29.219,,,,,
453,6/2/2018 13:42,30.275,30.706,,,,,
454,6/2/2018 13:47,28.997,32.404,,,,,
455,6/2/2018 13:52,30.476,32.444,,,,,
456,6/2/2018 13:57,31.85,29.932,,,,,
457,6/2/2018 14:02,33.425,28.022,,,,,
458,6/2/2018 14:07,34.237,26.591,,,,,
459,6/2/2018 14:12,33.634,25.487,,,,,
460,6/2/2018 14:17,33.87,26.374,,,,,
461,6/2/2018 14:22,34.316,25.563,,,,,
462,6/2/2018 14:27,34.132,27.029,,,,,
463,6/2/2018 14:32,33.896,25.016,,,,,
464,6/2/2018 14:37,34.211,27.422,,,,,
465,6/2/2018 14:42,34.29,23.786,,,,,
466,6/2/2018 14:47,34.58,26.972,,,,,
467,6/2/2018 14:52,34.527,25.152,,,,,
468,6/2/2018 14:57,33.843,24.165,,,,,
469,6/2/2018 15:02,33.66,24.532,,,,,
470,6/2/2018 15:07,34.474,24.935,,,,,
471,6/2/2018 15:12,34.053,23.901,,,,,
472,6/2/2018 15:17,34.001,23.919,,,,,
473,6/2/2018 15:22,33.66,22.285,,,,,
474,6/2/2018 15:27,33.399,23.69,,,,,
475,6/2/2018 15:32,33.948,22.128,,,,,
476,6/2/2018 15:37,33.948,22.128,,,,,
477,6/2/2018 15:42,33.191,21.8,,,,,
478,6/2/2018 15:47,33.791,22.235,,,,,
